id,headword,created,updated,_order,lemma_id,definition
1904,pergō pergere perrēxī perrēctum,2022-11-13 20:45:19.488503+00,2022-11-13 20:45:19.488513+00,664,34968,"continue, proceed; awaken"
1905,perīculum -ī n.,2022-11-13 20:45:19.493527+00,2022-11-13 20:45:19.493537+00,665,35099,danger
1906,permittō -mittere -mīsī -missum,2022-11-13 20:45:19.498338+00,2022-11-13 20:45:19.498348+00,666,35274,"yield, allow, permit"
1907,perpetuus -a -um,2022-11-13 20:45:19.503252+00,2022-11-13 20:45:19.503263+00,667,35410,"unbroken, perpetual"
1908,pertineō -tinēre -tinuī,2022-11-13 20:45:19.508293+00,2022-11-13 20:45:19.508303+00,668,35645,"extend over, reach; refer to, pertain to, be the business of"
1909,perveniō -venīre -vēnī -ventum,2022-11-13 20:45:19.513491+00,2022-11-13 20:45:19.513516+00,669,35707,"arrive, reach"
1910,pēs pedis m.,2022-11-13 20:45:19.518246+00,2022-11-13 20:45:19.518257+00,670,35760,foot
1911,petō petere petīvī petītum,2022-11-13 20:45:19.522794+00,2022-11-13 20:45:19.522804+00,671,35824,"seek, aim at"
1912,pietās -tātis f.,2022-11-13 20:45:19.528286+00,2022-11-13 20:45:19.528296+00,672,36307,"sense of duty, devotion, esp. between parents and children"
1913,pius -a -um,2022-11-13 20:45:19.533276+00,2022-11-13 20:45:19.533287+00,673,36529,"dutiful, devoted, just, pious"
1914,placeō placēre placuī placitum,2022-11-13 20:45:19.538417+00,2022-11-13 20:45:19.538427+00,674,36546,please
1915,plēbs plēbis f.,2022-11-13 20:45:19.544196+00,2022-11-13 20:45:19.544207+00,675,36671,the common people
1916,plēnus -a -um,2022-11-13 20:45:19.548904+00,2022-11-13 20:45:19.548914+00,676,36688,full
1917,plērumque,2022-11-13 20:45:19.553581+00,2022-11-13 20:45:19.553591+00,677,36694,generally
1918,plērus- plēra- plērumque,2022-11-13 20:45:19.558602+00,2022-11-13 20:45:19.558612+00,678,36696,"the greater part, very many, most, the majority"
1919,poena -ae f.,2022-11-13 20:45:19.563637+00,2022-11-13 20:45:19.563647+00,679,36826,"penalty, punishment"
1920,poēta -ae m.,2022-11-13 20:45:19.568299+00,2022-11-13 20:45:19.568309+00,680,36838,poet
1921,pondus ponderis n.,2022-11-13 20:45:19.572951+00,2022-11-13 20:45:19.572961+00,681,37026,weight
1922,pōnō pōnere posuī positum,2022-11-13 20:45:19.577815+00,2022-11-13 20:45:19.577825+00,682,37030,"put, place; put aside"
1923,pontus -ī m.,2022-11-13 20:45:19.582621+00,2022-11-13 20:45:19.582631+00,683,37049,"the open sea, the deep"
1924,populus -ī m.,2022-11-13 20:45:19.587581+00,2022-11-13 20:45:19.587591+00,684,37097,people
1925,porta -ae f.,2022-11-13 20:45:19.592164+00,2022-11-13 20:45:19.592174+00,685,37144,gate
1926,portō -āre,2022-11-13 20:45:19.598468+00,2022-11-13 20:45:19.598478+00,686,37171,carry a load
1927,pōscō pōscere popōscī,2022-11-13 20:45:19.603232+00,2022-11-13 20:45:19.603242+00,687,37184,"demand, claim; inquire into"
1928,possum posse potuī,2022-11-13 20:45:19.608104+00,2022-11-13 20:45:19.608114+00,688,37209,be able
1929,post,2022-11-13 20:45:19.613171+00,2022-11-13 20:45:19.613181+00,689,37210,after (adv. and prep. + acc.)
1930,posteā,2022-11-13 20:45:19.622075+00,2022-11-13 20:45:19.622085+00,690,37212,afterwards
1931,posterus -a -um,2022-11-13 20:45:19.626818+00,2022-11-13 20:45:19.626828+00,691,37223,"next, later"
1932,postquam,2022-11-13 20:45:19.631719+00,2022-11-13 20:45:19.631729+00,692,37254,after
1933,potēns potentis,2022-11-13 20:45:19.636737+00,2022-11-13 20:45:19.636747+00,693,37293,"able, powerful"
1934,potestās -ātis f.,2022-11-13 20:45:19.641411+00,2022-11-13 20:45:19.641421+00,694,37303,power
1935,potis -e,2022-11-13 20:45:19.646094+00,2022-11-13 20:45:19.646104+00,695,37317,"powerful, able"
1936,praebeō -ēre -uī -itum,2022-11-13 20:45:19.65098+00,2022-11-13 20:45:19.65099+00,696,37354,"furnish, supply, render"
1937,praeceptum -ī n.,2022-11-13 20:45:19.655517+00,2022-11-13 20:45:19.655527+00,697,37396,"rule, precept; command"
1938,praecipiō -cipere -cēpī -ceptum,2022-11-13 20:45:19.661917+00,2022-11-13 20:45:19.661927+00,698,37413,"anticipate, advise, warn"
1939,praeda -ae f.,2022-11-13 20:45:19.666614+00,2022-11-13 20:45:19.666624+00,699,37482,"booty, prey"
1940,praemium -ī n.,2022-11-13 20:45:19.671339+00,2022-11-13 20:45:19.671349+00,700,37735,"bounty, reward"
1941,praesēns -ntis,2022-11-13 20:45:19.676184+00,2022-11-13 20:45:19.676194+00,701,37915,"present, in person, ready"
1942,praesidium -ī n.,2022-11-13 20:45:19.680793+00,2022-11-13 20:45:19.680803+00,702,37948,"garrison, protection"
1943,praestō -stāre -stitī -stitum,2022-11-13 20:45:19.6855+00,2022-11-13 20:45:19.68553+00,703,37984,"excel, exhibit"
1944,praeter,2022-11-13 20:45:19.691471+00,2022-11-13 20:45:19.691482+00,704,38033,"by, along, past; besides, except (+ acc.)"
1945,praetereā,2022-11-13 20:45:19.696289+00,2022-11-13 20:45:19.6963+00,705,38039,"besides, moreover"
1946,praetor -ōris m.,2022-11-13 20:45:19.701115+00,2022-11-13 20:45:19.701126+00,706,38093,"praetor, one of the chief Roman magistrates"
1947,precor -ārī,2022-11-13 20:45:19.706368+00,2022-11-13 20:45:19.706378+00,707,38225,"pray, invoke"
1948,premō premere pressī pressum,2022-11-13 20:45:19.711433+00,2022-11-13 20:45:19.711443+00,708,38231,"press, pursue, overwhelm"
1949,pretium -ī n.,2022-11-13 20:45:19.716002+00,2022-11-13 20:45:19.716011+00,709,38258,"price, worth, reward; pretium operae: a reward for trouble"
1950,prex precis f.,2022-11-13 20:45:19.720733+00,2022-11-13 20:45:19.720743+00,710,38259,"prayers, entreaties"
1951,prīmum,2022-11-13 20:45:19.725386+00,2022-11-13 20:45:19.725396+00,711,38316,"at first, firstly"
1952,prīmus -a -um,2022-11-13 20:45:19.730886+00,2022-11-13 20:45:19.730896+00,712,38317,first
1953,prīnceps -cipis,2022-11-13 20:45:19.736071+00,2022-11-13 20:45:19.736081+00,713,38318,"first, chief; (as subst.) leader, person in charge"
1954,prīncipium -ī n.,2022-11-13 20:45:19.740771+00,2022-11-13 20:45:19.740782+00,714,38326,beginning
1955,prior prius,2022-11-13 20:45:19.745399+00,2022-11-13 20:45:19.745409+00,715,38329,"earlier, preceding"
1956,prius,2022-11-13 20:45:19.749944+00,2022-11-13 20:45:19.749954+00,716,38342,before
1957,priusquam,2022-11-13 20:45:19.755321+00,2022-11-13 20:45:19.755331+00,717,38343,before
1958,prīvātus -a -um,2022-11-13 20:45:19.760142+00,2022-11-13 20:45:19.760153+00,718,38351,"personal, private"
1959,prō,2022-11-13 20:45:19.765006+00,2022-11-13 20:45:19.765016+00,719,38361,"for, on behalf of, in proportion to (+ abl.)"
1960,probō -āre,2022-11-13 20:45:19.769899+00,2022-11-13 20:45:19.769909+00,720,38396,"approve, prove; convince one (dat.) of a thing (acc.)"
1961,prōcēdō -cēdere -cessī -cessum,2022-11-13 20:45:19.774985+00,2022-11-13 20:45:19.774995+00,721,38415,"go forth, advance"
1962,procul,2022-11-13 20:45:19.779802+00,2022-11-13 20:45:19.779812+00,722,38476,at a distance
1963,prōdō prōdere prōdidī prōditum,2022-11-13 20:45:19.784411+00,2022-11-13 20:45:19.784421+00,723,38530,"publish, hand down; give over, betray"
1964,proelium -ī n.,2022-11-13 20:45:19.789038+00,2022-11-13 20:45:19.789048+00,724,38552,battle
1965,proficīscor -ficīscī -fectus sum,2022-11-13 20:45:19.794142+00,2022-11-13 20:45:19.794153+00,725,38585,"set forth, go"
1966,prohibeō -ēre -uī -itum,2022-11-13 20:45:19.798858+00,2022-11-13 20:45:19.798867+00,726,38647,"restrain, keep away"
1967,prōmittō -mittere -mīsī -missum,2022-11-13 20:45:19.804075+00,2022-11-13 20:45:19.804085+00,727,38739,"send forth, offer"
1968,prope,2022-11-13 20:45:19.809416+00,2022-11-13 20:45:19.809426+00,728,38817,"near, next; (comp.) propior, (superl.) proximus; (adv.) prope, nearly, almost"
1969,properō -āre,2022-11-13 20:45:19.816094+00,2022-11-13 20:45:19.816104+00,729,38840,"hasten, speed"
1970,prōpōnō -pōnere -posuī -positum,2022-11-13 20:45:19.821943+00,2022-11-13 20:45:19.821953+00,730,38884,"put forth, propose, present"
1971,proprius -a -um,2022-11-13 20:45:19.827724+00,2022-11-13 20:45:19.827734+00,731,38907,"one’s own, peculiar"
1972,propter,2022-11-13 20:45:19.833528+00,2022-11-13 20:45:19.833538+00,732,38908,because of (+ acc.)
1973,prōsum prodesse profuī,2022-11-13 20:45:19.84224+00,2022-11-13 20:45:19.842251+00,733,39051,"be of use, do good, help (+ dat.)"
1974,prōtinus,2022-11-13 20:45:19.848153+00,2022-11-13 20:45:19.848163+00,734,39102,"at once, forthwith"
1975,prōvincia -ae f.,2022-11-13 20:45:19.853733+00,2022-11-13 20:45:19.853744+00,735,39153,province; official duty
1976,pūblicus -a -um,2022-11-13 20:45:19.859512+00,2022-11-13 20:45:19.859522+00,736,39342,"public, belonging to the state"
1977,pudor pudōris m.,2022-11-13 20:45:19.865676+00,2022-11-13 20:45:19.865686+00,737,39363,"sense of shame, modesty, propriety"
1978,puella -ae f.,2022-11-13 20:45:19.871243+00,2022-11-13 20:45:19.871254+00,738,39366,girl; girl-friend
1979,puer puerī m.,2022-11-13 20:45:19.876416+00,2022-11-13 20:45:19.876426+00,739,39375,boy; slave
1980,pūgna -ae f.,2022-11-13 20:45:19.881769+00,2022-11-13 20:45:19.881779+00,740,39410,fist-fight; battle
1981,pugnō -āre,2022-11-13 20:45:19.886586+00,2022-11-13 20:45:19.886596+00,741,39423,fight
1982,pulcher -chra -chrum,2022-11-13 20:45:19.892049+00,2022-11-13 20:45:19.89206+00,742,39426,beautiful
1983,putō -āre,2022-11-13 20:45:19.896756+00,2022-11-13 20:45:19.896766+00,743,39638,"think, suppose"
1984,quā,2022-11-13 20:45:19.901267+00,2022-11-13 20:45:19.901277+00,744,39751,"where, how"
1985,quaerō -rere -sīvī -sītum,2022-11-13 20:45:19.906995+00,2022-11-13 20:45:19.907005+00,745,39839,"seek, inquire"
1986,quālis -e,2022-11-13 20:45:19.911667+00,2022-11-13 20:45:19.911677+00,746,39860,of what kind? what?
1987,quam,2022-11-13 20:45:19.91664+00,2022-11-13 20:45:19.91665+00,747,39867,how?; (after comparative) than
1988,quamquam,2022-11-13 20:45:19.92129+00,2022-11-15 00:30:25.508799+00,748,39874,"however, although"
1989,quamvīs,2022-11-13 20:45:19.926014+00,2022-11-13 20:45:19.926024+00,749,39876,however you like; although
1990,quandō,2022-11-13 20:45:19.930533+00,2022-11-13 20:45:19.930544+00,750,39878,when?; since; sī quandō: if ever
1991,quantum,2022-11-13 20:45:19.935313+00,2022-11-13 20:45:19.935323+00,751,39894,(adv.) how much? how greatly? how much! how greatly! as much as
1992,quantus -a -um,2022-11-13 20:45:19.940139+00,2022-11-13 20:45:19.940148+00,752,39898,"(interr.) how great? (rel.) of what size, amount, etc. (as subst.) what amount? (rel.) which amount; quantī, at what price? (rel.) at which price"
1993,quārē,2022-11-13 20:45:19.944992+00,2022-11-13 20:45:19.945002+00,753,39906,how? why?
1994,quasi,2022-11-13 20:45:19.94959+00,2022-11-13 20:45:19.949601+00,754,39919,as if
1995,quattuor,2022-11-13 20:45:19.954119+00,2022-11-13 20:45:19.954128+00,755,39938,four
1996,que,2022-11-13 20:45:19.958802+00,2022-11-13 20:45:19.958812+00,756,39944,and (postpositive enclitic)
1997,quemadmodum,2022-11-13 20:45:19.963692+00,2022-11-13 20:45:19.963702+00,757,39946,"in what manner, how"
1998,queror querī questus sum,2022-11-13 20:45:19.968365+00,2022-11-13 20:45:19.968375+00,758,39959,"complain of, lament"
1999,quī quae quod,2022-11-13 20:45:19.973389+00,2022-11-13 20:45:19.973399+00,759,39971,"who, which, what"
2000,quia,2022-11-13 20:45:19.978021+00,2022-11-13 20:45:19.978031+00,760,39973,because
2001,quīcumque quaecumque quodcumque,2022-11-13 20:45:19.983046+00,2022-11-13 20:45:19.983057+00,761,39975,"who-, whatever"
2002,quīdam quaedam quoddam,2022-11-13 20:45:19.988705+00,2022-11-13 20:45:19.988717+00,762,39978,"a certain one, someone"
2003,quidem,2022-11-13 20:45:19.994256+00,2022-11-13 20:45:19.994267+00,763,39979,"certainly, at least"
2004,quiēscō quiēscere quiēvī quiētum,2022-11-13 20:45:19.999532+00,2022-11-13 20:45:19.999542+00,764,39985,keep quiet; sleep
2005,quīn,2022-11-13 20:45:20.037004+00,2022-11-13 20:45:20.037015+00,765,39995,"(adv.) indeed, in fact; (conjunction) so that ... not (+ subj.)"
2006,quīppe,2022-11-13 20:45:20.04992+00,2022-11-13 20:45:20.04993+00,766,40081,"(adv.) indeed, surely"
2007,quis quid,2022-11-13 20:45:20.109067+00,2022-11-13 20:45:20.109078+00,767,40094,who? what? which?
2008,quisquam quicquam/quidquam,2022-11-13 20:45:20.144241+00,2022-11-13 20:45:20.144251+00,768,40099,"any (single) person, anyone at all"
2009,quisque quaeque quidque,2022-11-13 20:45:20.159987+00,2022-11-13 20:45:20.159997+00,769,40100,"each one, everyone"
2010,quisquis quidquid,2022-11-13 20:45:20.181212+00,2022-11-13 20:45:20.181222+00,770,40103,"whoever, whichever"
2011,quō,2022-11-13 20:45:20.186297+00,2022-11-13 20:45:20.186307+00,771,40107,"for which reason; to or in what place; to what end, for what purpose?"
2012,quōmodo,2022-11-13 20:45:20.190974+00,2022-11-13 20:45:20.190984+00,772,40123,"in what way, how?"
2013,quondam,2022-11-13 20:45:20.197557+00,2022-11-13 20:45:20.197567+00,773,40128,"formerly, once"
2014,quoniam,2022-11-13 20:45:20.213434+00,2022-11-13 20:45:20.213444+00,774,40129,"since, seeing that"
2015,quoque,2022-11-13 20:45:20.222459+00,2022-11-13 20:45:20.222469+00,775,40132,"also, too"
2016,quotiēns,2022-11-13 20:45:20.230635+00,2022-11-13 20:45:20.230645+00,776,40143,"interr. how many times? how often? rel. as often as, whenever"
2017,rapiō rapere rapuī raptum,2022-11-13 20:45:20.238925+00,2022-11-13 20:45:20.238935+00,777,40250,"seize, tear away"
2018,rārus -a -um,2022-11-13 20:45:20.247214+00,2022-11-13 20:45:20.247225+00,778,40274,"wide apart, loose, thin; rare, seldom"
2019,ratiō -ōnis f.,2022-11-13 20:45:20.255127+00,2022-11-13 20:45:20.255137+00,779,40291,"method, plan, reason"
2020,recēdō -cēdere -cessī -cessum,2022-11-13 20:45:20.264222+00,2022-11-13 20:45:20.264232+00,780,40375,"step back, recoil, recede, withdraw"
2021,recēns -ntis,2022-11-13 20:45:20.273153+00,2022-11-13 20:45:20.273163+00,781,40377,"fresh, new"
2022,recipiō -cipere -cēpī -ceptum,2022-11-13 20:45:20.282153+00,2022-11-14 23:21:32.34446+00,782,40421,"take back, receive; sē recipere, betake oneself, go"
2023,rēctus -a -um,2022-11-13 20:45:20.290557+00,2022-11-13 20:45:20.290568+00,783,40508,"straight, direct"
2024,reddō -dere -didī -ditum,2022-11-13 20:45:20.298863+00,2022-11-13 20:45:20.298874+00,784,40548,"return, give back"
2025,redeō -īre -iī -itum,2022-11-13 20:45:20.304874+00,2022-11-13 20:45:20.304885+00,785,40561,"go back, return"
2026,referō referre rettulī relātum,2022-11-13 20:45:20.309924+00,2022-11-13 20:45:20.309934+00,786,40630,bring back; report
2027,regiō -ōnis f.,2022-11-13 20:45:20.315548+00,2022-11-13 20:45:20.315558+00,787,40744,"boundary, region"
2028,rēgius -a -um,2022-11-13 20:45:20.320523+00,2022-11-13 20:45:20.320533+00,788,40749,"kingly, royal"
2756,"rēgnum, rēgnī, n.",2022-11-14 19:00:11.289418+00,2022-11-14 19:54:45.346584+00,35,40755,"kingdom, royal power"
2030,regō regere rēxī rēctum,2022-11-13 20:45:20.330158+00,2022-11-13 20:45:20.330168+00,790,40757,"guide, rule"
2031,relinquō -linquere -līquī -lictum,2022-11-13 20:45:20.334766+00,2022-11-13 20:45:20.334776+00,791,40830,abandon
2032,reliquus -a -um,2022-11-13 20:45:20.339432+00,2022-11-13 20:45:20.339443+00,792,40840,"remaining, rest"
2033,reor rērī rātus sum,2022-11-13 20:45:20.344176+00,2022-11-13 20:45:20.344186+00,793,40972,"think, imagine, suppose, deem"
2034,reperiō -perīre -pperī -pertum,2022-11-13 20:45:20.348781+00,2022-11-13 20:45:20.348792+00,794,41014,"find, find out"
2035,repetō -petere -petīvī -petītum,2022-11-13 20:45:20.354743+00,2022-11-13 20:45:20.354753+00,795,41028,"demand, exact; revisit; call to mind, recollect; repeat"
2036,rēs reī f.,2022-11-13 20:45:20.359691+00,2022-11-13 20:45:20.359701+00,796,41135,"thing (rēs pūblica, commonwealth; rēs familiāris, family property, estate; rēs mīlitāris, art of war; rēs novae, revolution)"
2037,respicio -ere -spēxī -spectum,2022-11-13 20:45:20.365181+00,2022-11-13 20:45:20.365191+00,797,41223,"look back, regard, consider"
2038,respondeō -spondēre -spondī -spōnsum,2022-11-13 20:45:20.373557+00,2022-11-13 20:45:20.373573+00,798,41233,answer
2039,retineō -tinēre -tinuī -tentum,2022-11-13 20:45:20.378595+00,2022-11-13 20:45:20.378605+00,799,41334,"hold back, keep"
2040,reus -ī m.,2022-11-13 20:45:20.383339+00,2022-11-13 20:45:20.38335+00,800,41389,defendant
2041,revertō -vertere -vertī,2022-11-13 20:45:20.388015+00,2022-11-13 20:45:20.388025+00,801,41417,turn back
2042,revocō -āre,2022-11-13 20:45:20.392565+00,2022-11-13 20:45:20.392575+00,802,41446,"call back, recall"
2043,rēx rēgis m.,2022-11-13 20:45:20.397102+00,2022-11-13 20:45:20.397112+00,803,41456,king
2044,rīdeō -ēre rīsī rīsum,2022-11-13 20:45:20.401802+00,2022-11-13 20:45:20.401812+00,804,41569,"laugh, laugh at"
2045,rīpa -ae f.,2022-11-13 20:45:20.40641+00,2022-11-13 20:45:20.40642+00,805,41608,bank of a river
2046,rogō -āre,2022-11-13 20:45:20.410984+00,2022-11-13 20:45:20.410995+00,806,41666,ask
2047,rumpō rumpere rūpī ruptum,2022-11-13 20:45:20.415939+00,2022-11-13 20:45:20.415949+00,807,41834,"break, rupture"
2048,rūrsus,2022-11-13 20:45:20.420738+00,2022-11-13 20:45:20.420748+00,808,41866,"back, again"
2049,rūs rūris n.,2022-11-13 20:45:20.425617+00,2022-11-13 20:45:20.425627+00,809,41867,country
2050,sacer sacra sacrum,2022-11-13 20:45:20.430358+00,2022-11-13 20:45:20.430368+00,810,41976,"holy, sacred"
2051,sacerdōs -dōtis m./f.,2022-11-13 20:45:20.435089+00,2022-11-13 20:45:20.435099+00,811,41977,"priest, priestess"
2052,saeculum -ī n.,2022-11-13 20:45:20.440523+00,2022-11-13 20:45:20.440533+00,812,42022,"generation, age, century"
2053,saepe,2022-11-13 20:45:20.445288+00,2022-11-13 20:45:20.445298+00,813,42024,often
2054,saevus -a -um,2022-11-13 20:45:20.449941+00,2022-11-13 20:45:20.449951+00,814,42052,"fierce, raging, wrathful"
2055,salūs -ūtis f.,2022-11-13 20:45:20.454502+00,2022-11-13 20:45:20.454512+00,815,42224,"health, safety"
2056,sānctus -a -um,2022-11-13 20:45:20.459197+00,2022-11-13 20:45:20.459207+00,816,42319,"sacred, inviolable"
2057,sanguis -inis m.,2022-11-13 20:45:20.4641+00,2022-11-13 20:45:20.46411+00,817,42351,blood
2058,sānus -a -um,2022-11-13 20:45:20.469426+00,2022-11-13 20:45:20.469436+00,818,42367,"sound, sane"
2059,sapiēns -ntis,2022-11-13 20:45:20.474808+00,2022-11-13 20:45:20.474818+00,819,42376,"wise; (as subst.) wise man, sage, philosopher"
2060,sapientia -ae f.,2022-11-13 20:45:20.479675+00,2022-11-13 20:45:20.479685+00,820,42378,wisdom
2061,sat,2022-11-13 20:45:20.484213+00,2022-11-13 20:45:20.484223+00,821,42484,"enough, sufficient, sufficiently"
2062,satis,2022-11-13 20:45:20.489095+00,2022-11-13 20:45:20.489105+00,822,42503,"enough, sufficient, sufficiently"
2063,saxum -ī n.,2022-11-13 20:45:20.493713+00,2022-11-13 20:45:20.493724+00,823,42589,"rock, cliff, crag"
2064,scelus -eris n.,2022-11-13 20:45:20.498301+00,2022-11-13 20:45:20.498311+00,824,42712,"crime, sin"
2065,scientia -ae f.,2022-11-13 20:45:20.503869+00,2022-11-13 20:45:20.503879+00,825,42757,knowledge
2066,scīlicet,2022-11-13 20:45:20.508668+00,2022-11-13 20:45:20.508678+00,826,42759,"certainly, of course"
2067,sciō -īre -īvī/-iī -ītum,2022-11-13 20:45:20.513676+00,2022-11-13 20:45:20.513686+00,827,42770,know
2068,scrībō scrībere scrīpsī scrīptum,2022-11-13 20:45:20.518394+00,2022-11-13 20:45:20.518404+00,828,42874,write
2069,secundus -a -um,2022-11-13 20:45:20.523582+00,2022-11-13 20:45:20.523593+00,829,43066,following; favorable; (as numeral) second
2070,sēcūrus -a -um,2022-11-13 20:45:20.528852+00,2022-11-13 20:45:20.528863+00,830,43075,"free from care, tranquil; careless"
2071,sed,2022-11-13 20:45:20.533984+00,2022-11-13 20:45:20.533994+00,831,43084,but
2072,sedeō sedēre sēdī sessum,2022-11-13 20:45:20.538476+00,2022-11-13 20:45:20.538486+00,832,43094,sit
2073,sēdēs -is f.,2022-11-13 20:45:20.543015+00,2022-11-13 20:45:20.543025+00,833,43095,"seat, abode, habitation"
2074,semel,2022-11-13 20:45:20.547737+00,2022-11-13 20:45:20.547747+00,834,43224,once
2075,semper,2022-11-13 20:45:20.552653+00,2022-11-13 20:45:20.552663+00,835,43382,"always, ever"
2076,senātus -ūs m.,2022-11-13 20:45:20.559599+00,2022-11-13 20:45:20.55961+00,836,43406,senate
2077,senex -is m.,2022-11-13 20:45:20.565435+00,2022-11-13 20:45:20.565445+00,837,43417,"old man, elder; senior, older"
2078,sēnsus -ūs m.,2022-11-13 20:45:20.571818+00,2022-11-13 20:45:20.571829+00,838,43449,"feeling, emotion, sense"
2079,sententia -ae f.,2022-11-13 20:45:20.577459+00,2022-11-13 20:45:20.577469+00,839,43451,"opinion, judgment"
2080,sentiō sentīre sēnsī sēnsum,2022-11-13 20:45:20.58259+00,2022-11-13 20:45:20.582601+00,840,43466,"perceive, feel, hear, see"
2081,sepulcrum -ī n.,2022-11-13 20:45:20.588993+00,2022-11-13 20:45:20.589003+00,841,43566,"place of burial, tomb, grave"
2082,sequor sequī secūtus sum,2022-11-13 20:45:20.594623+00,2022-11-13 20:45:20.594632+00,842,43595,follow
2083,sermō -ōnis m.,2022-11-13 20:45:20.600122+00,2022-11-14 23:22:50.671653+00,843,43653,"conversation, discourse"
2084,serviō -īre,2022-11-13 20:45:20.606549+00,2022-11-13 20:45:20.606559+00,844,43724,"be a slave, serve (+ dat.)"
2085,servō -āre,2022-11-13 20:45:20.611643+00,2022-11-13 20:45:20.611653+00,845,43731,"save, watch over"
2086,servus -ī m.,2022-11-13 20:45:20.616851+00,2022-11-13 20:45:20.616861+00,846,43738,slave
2099,seu,2022-11-13 20:45:20.694884+00,2022-11-13 20:45:20.694895+00,859,44277,whether; seu ... seu: whether ... or → sīve
2087,sī,2022-11-13 20:45:20.623351+00,2022-11-13 20:45:20.623361+00,847,43874,if
2088,sīc,2022-11-13 20:45:20.629963+00,2022-11-13 20:45:20.629973+00,848,43889,"in this manner, thus; sīc ... ut: in the same way as"
2089,sīcut,2022-11-13 20:45:20.635439+00,2022-11-13 20:45:20.635449+00,849,43935,just as
2090,sīdus -eris n.,2022-11-13 20:45:20.64081+00,2022-11-13 20:45:20.64082+00,850,43961,"star, constellation"
2091,sīgnum -ī n.,2022-11-13 20:45:20.647805+00,2022-11-13 20:45:20.647815+00,851,44002,"sign, standard, mark"
2092,silva -ae f.,2022-11-13 20:45:20.653493+00,2022-11-13 20:45:20.653519+00,852,44049,"forest, grove"
2093,similis -e,2022-11-13 20:45:20.659441+00,2022-11-13 20:45:20.659451+00,853,44071,"like, similar"
2094,simul,2022-11-13 20:45:20.666079+00,2022-11-13 20:45:20.666089+00,854,44098,at the same time
2095,sine,2022-11-13 20:45:20.672983+00,2022-11-13 20:45:20.672993+00,855,44132,without (+ abl.)
2096,singulī -ae -a,2022-11-13 20:45:20.67808+00,2022-11-13 20:45:20.67809+00,856,44151,one each
2097,sinō sinere sīvī situm,2022-11-13 20:45:20.683125+00,2022-11-13 20:45:20.683135+00,857,44160,"allow, let go"
2098,sinus -ūs m.,2022-11-13 20:45:20.689178+00,2022-11-13 20:45:20.689189+00,858,44179,"fold of a garment; lap, bay, gulf"
2100,sīve,2022-11-13 20:45:20.700492+00,2022-11-13 20:45:20.700502+00,860,44277,whether; sīve ... sīve: whether ... or → seu
2101,socius -a -um,2022-11-13 20:45:20.706638+00,2022-11-13 20:45:20.706648+00,861,44321,"friendly, allied"
2102,socius -ī m.,2022-11-13 20:45:20.711931+00,2022-11-13 20:45:20.711941+00,862,44322,"partner, comrade"
2103,sōl sōlis m.,2022-11-13 20:45:20.71708+00,2022-11-13 20:45:20.71709+00,863,44346,sun
2104,soleō -ēre -uī -itum,2022-11-13 20:45:20.72289+00,2022-11-13 20:45:20.7229+00,864,44365,be accustomed
2105,sōlum,2022-11-13 20:45:20.727772+00,2022-11-13 20:45:20.727782+00,865,44434,"only, merely"
2106,sōlus -a -um,2022-11-13 20:45:20.732965+00,2022-11-13 20:45:20.732975+00,866,44437,"only, alone"
2107,solvō solvere solvī solūtum,2022-11-13 20:45:20.738017+00,2022-11-13 20:45:20.738027+00,867,44449,"release, set sail"
2108,somnus -ī m.,2022-11-13 20:45:20.742617+00,2022-11-13 20:45:20.742628+00,868,44462,"sleep, slumber; (pl.) dreams"
2109,sonō sonāre sonuī sonitum,2022-11-13 20:45:20.747555+00,2022-11-13 20:45:20.747565+00,869,44471,"sound, resound"
2110,soror -ōris f.,2022-11-13 20:45:20.757629+00,2022-11-13 20:45:20.757639+00,870,44540,sister
2111,sors sortis f.,2022-11-13 20:45:20.76587+00,2022-11-13 20:45:20.76588+00,871,44546,"lot, fate, destiny; oracle"
2112,spargō spargere sparsī sparsum,2022-11-13 20:45:20.771231+00,2022-11-13 20:45:20.771242+00,872,44595,scatter
2113,spatium -ī n.,2022-11-13 20:45:20.777636+00,2022-11-13 20:45:20.777646+00,873,44632,space
2114,speciēs -ēī f.,2022-11-13 20:45:20.786936+00,2022-11-13 20:45:20.786956+00,874,44642,"aspect, appearance"
2115,spectō -āre,2022-11-13 20:45:20.791798+00,2022-11-13 20:45:20.791808+00,875,44660,"look at, consider"
2116,spērō -āre,2022-11-13 20:45:20.796842+00,2022-11-13 20:45:20.796853+00,876,44699,to hope
2117,spēs speī f.,2022-11-13 20:45:20.801534+00,2022-11-13 20:45:20.801544+00,877,44700,hope
2118,spīritus -ūs m.,2022-11-13 20:45:20.806132+00,2022-11-13 20:45:20.806142+00,878,44769,"breath, life, spirit"
2119,statim,2022-11-13 20:45:20.811153+00,2022-11-13 20:45:20.811162+00,879,44989,immediately
2120,statuō -ere -uī -ūtum,2022-11-13 20:45:20.816687+00,2022-11-13 20:45:20.816697+00,880,45011,"set up, determine"
2121,stella -ae f.,2022-11-13 20:45:20.821286+00,2022-11-13 20:45:20.821296+00,881,45028,star
2122,stō stāre stetī statum,2022-11-13 20:45:20.826525+00,2022-11-13 20:45:20.826535+00,882,45164,stand
2123,studeō -ēre -uī,2022-11-13 20:45:20.83154+00,2022-11-13 20:45:20.83155+00,883,45343,"be eager, be zealous, care for (+ dat.)"
